id,title,hashtags,view_count,duration,channel,channel_id,description,description_links,created_at,like_count,dislike_count,subscriber_count,hours ago posted,total_interactions,video_url
LFfuH109nPaw,At first I could not tell what all the excitement was about. Then I saw the feet💥🚛😳😳,No Hashtags,9678,00:58,Jim Crenshaw,jim-crenshaw,"He got smushed...a little smushed. Not completely smushed.  
If I get run over I would prefer it be a beer truck.   
It would be my luck the truck would be hauling hogs or a load of manure.  
A load of manure would be rather ironic come to think of it lol. 


He didn't look too good when they pulled him out. But, at 0:34 he was still wiggling.   
I am sure he will be fine.


Take a look at some of this stuff I found:  
Subscribe to my channel here: <https://www.bitchute.com/channel/jim-crenshaw/>  
What the hell is going on with Watermelons this year?🍉😳😳  
<https://www.bitchute.com/video/u9UYtfjufYso/>


What one thing is the devil most proud of? Lets hear it from the devil himself...👹  
<https://www.bitchute.com/video/rKr2mNjw65Zy/>


At first I could not tell what all the excitement was about. Then I saw the feet💥🚛😳😳  
<https://www.bitchute.com/video/LFfuH109nPaw/>


She is going in hard but she might have a point. I will let you decide.  
<https://www.bitchute.com/video/r2szqQuJM96g/>


Reincarnation? Clones? I will let you decide.  
<https://www.bitchute.com/video/29kykxMRJj3H/>


Sugar...the multi billion dollar killer. The root of all medical evils and illnesses. Check this out  
<https://www.bitchute.com/video/V5hHNg1uhItC/>


The Nephilim are revealing themselves! They're now admitting the existence of the ""Lizard People""  
<https://www.bitchute.com/video/btRHCTCZqkWo/>


Come on baby light my fire...1,000 degree Karma.💥🔥  
<https://www.bitchute.com/video/j14HahmMzhL1/>


He pushed a woman. Then he got this...👊💥👊💥👊💥  
<https://www.bitchute.com/video/pHLTCErWveC7/>


No matter how long I live this will always be funny😆😆  
<https://www.bitchute.com/video/2BIDEZVX7ZhQ/>


So this is how they faked the Apollo splashdowns to recover the Astro - nots 🚀👨🏼‍🚀  
<https://www.bitchute.com/video/cIN08xoyZJol/>


You will like this one. Wait for it...😆😆  
<https://www.bitchute.com/video/xgfqYDSkEUbR/>


Does Russia possess a ""Tsunami Torpedo?"" The Poseidon.💣💥🌊🌊  
<https://www.bitchute.com/video/uJQPTLLclcM5/>


He gave this interview and was never seen again...  
<https://www.bitchute.com/video/OCm9QXIaVCoW/>


You know those store cameras watching you...did you know they can do this?📷  
<https://www.bitchute.com/video/8Ki98ivV8SiG/>


Remember what Calvin Klein did to Brook Shields?  
<https://www.bitchute.com/video/beWZMiunkCVg/>


The levitating trains of Tartaria  
<https://www.bitchute.com/video/5KhlXqUaFEUx/>


Smart ass gets cocky. This was the result.  
<https://www.bitchute.com/video/N5hzCnjLnOuV/>


Idiot climbs a fence to twerk on electrical equipment. The results were shocking.⚡💥  
<https://www.bitchute.com/video/SEF5wNR2Vf0h/>


103 Photos Not Appropriate for History Books | Historical Photos📷😳  
<https://www.bitchute.com/video/kewD9yIwPQ3j/>


Here is a little something I was led to and wanted you to have. Bless you and have a great day.  
<https://www.bitchute.com/video/ihr5CMwZT1BI/>


Tartarian History. What led to the destruction of Tartaria? This did.  
<https://www.bitchute.com/video/l66GrYBL0B5P/>


She slapped him. Bad idea. She got a tough lesson in equal rights.👊💥  
<https://www.bitchute.com/video/qsZUOxtzKmI0/>


There is a downside. Wait for it...😳😳  
<https://www.bitchute.com/video/YtpOjF5VSqoi/>


Uh oh. Jennifer Trannyston (Aniston) is not doing a very good job of hiding the pickle!  
<https://www.bitchute.com/video/APGlfzcU4p47/>


The honorable Dr. Vernon Coleman has an important message for everyone  
<https://www.bitchute.com/video/APuAodvrDeub/>


They always lie to us. This is the real story behind the great wall of China...  
<https://www.bitchute.com/video/6ez8LorHoyjN/>


They sent their beautiful daughter off to college and this is what they got back  
<https://www.bitchute.com/video/bDd19YFWtpjo/>


Stonehenge was built in the 1950's to fake and hide real history.  
<https://www.bitchute.com/video/71uE5KfHYnam/>


37 assassinations later a Jewish woman is selected as president of Mexico. No Bueno  
<https://www.bitchute.com/video/hGyeR6cRWXd4/>


Man makes his own invisibility shield and does a pretty good job of it.  
<https://www.bitchute.com/video/dfDGroCXp1fB/>


The black goo is alive. Do your best to keep this out of your body  
<https://www.bitchute.com/video/dYzUyFPYRuZM/>


Children sick, homeless and starving in the streets and then we also have this shit  
<https://www.bitchute.com/video/oo3OMNTrRxTv/>


It's all of them. Every damn one of them...  
<https://www.bitchute.com/video/duY8Gz61iNYQ/>


The Covid religion broke peoples brains and left us with mindless zombies  
<https://www.bitchute.com/video/yvg6Y13YC4EP/>

","['https://www.bitchute.com/channel/jim-crenshaw/', 'https://www.bitchute.com/video/u9UYtfjufYso/', 'https://www.bitchute.com/video/rKr2mNjw65Zy/', 'https://www.bitchute.com/video/LFfuH109nPaw/', 'https://www.bitchute.com/video/r2szqQuJM96g/', 'https://www.bitchute.com/video/29kykxMRJj3H/', 'https://www.bitchute.com/video/V5hHNg1uhItC/', 'https://www.bitchute.com/video/btRHCTCZqkWo/', 'https://www.bitchute.com/video/j14HahmMzhL1/', 'https://www.bitchute.com/video/pHLTCErWveC7/', 'https://www.bitchute.com/video/2BIDEZVX7ZhQ/', 'https://www.bitchute.com/video/cIN08xoyZJol/', 'https://www.bitchute.com/video/xgfqYDSkEUbR/', 'https://www.bitchute.com/video/uJQPTLLclcM5/', 'https://www.bitchute.com/video/OCm9QXIaVCoW/', 'https://www.bitchute.com/video/8Ki98ivV8SiG/', 'https://www.bitchute.com/video/beWZMiunkCVg/', 'https://www.bitchute.com/video/5KhlXqUaFEUx/', 'https://www.bitchute.com/video/N5hzCnjLnOuV/', 'https://www.bitchute.com/video/SEF5wNR2Vf0h/', 'https://www.bitchute.com/video/kewD9yIwPQ3j/', 'https://www.bitchute.com/video/ihr5CMwZT1BI/', 'https://www.bitchute.com/video/l66GrYBL0B5P/', 'https://www.bitchute.com/video/qsZUOxtzKmI0/', 'https://www.bitchute.com/video/YtpOjF5VSqoi/', 'https://www.bitchute.com/video/APGlfzcU4p47/', 'https://www.bitchute.com/video/APuAodvrDeub/', 'https://www.bitchute.com/video/6ez8LorHoyjN/', 'https://www.bitchute.com/video/bDd19YFWtpjo/', 'https://www.bitchute.com/video/71uE5KfHYnam/', 'https://www.bitchute.com/video/hGyeR6cRWXd4/', 'https://www.bitchute.com/video/dfDGroCXp1fB/', 'https://www.bitchute.com/video/dYzUyFPYRuZM/', 'https://www.bitchute.com/video/oo3OMNTrRxTv/', 'https://www.bitchute.com/video/duY8Gz61iNYQ/', 'https://www.bitchute.com/video/yvg6Y13YC4EP/']","2 weeks, 4 days ago",0,0,0,432.0,9678,https://api.bitchute.com/video/LFfuH109nPaw
zZmNDyfBRFCt,This level of not bothered is difficult to believe,"#unbothered,#railcar,#crash",8536,00:08,Voat,voat,No Description,[],"2 weeks, 1 day ago",129,5,23244,360.0,8670,https://api.bitchute.com/video/zZmNDyfBRFCt
bziFwOwojzBf,Riff Raff - Give The Dead Man Some Water (voorspelde siao aqio au tyla bomaanslagen kehlani een)Song,"#iuwjnas,#auiga,#Hoda",496,04:36,SexHeatJustice,sexheatjustice,No Description,[],"4 weeks, 1 day ago",1,0,303,696.0,497,https://api.bitchute.com/video/bziFwOwojzBf
aiyCLPyMX90j,The Vespa was designed by a man who hated Motorcycles,"#vespa,#motorcycle,#scooter",467,19:32,Samurai86,samurai86,No Description,[],"3 weeks, 6 days ago",2,0,28,648.0,469,https://api.bitchute.com/video/aiyCLPyMX90j
rdN2Ms0lfag,Paint time🤙 #shorts #fzj80 #landcruiser #lx450 #toyotalandcruiser #overlanding #4x4,No Hashtags,448,00:51,FZJ80 Landcruiser,fzj80-landcruiser,No Description,[],"3 weeks, 4 days ago",1,0,29,600.0,449,https://api.bitchute.com/video/rdN2Ms0lfag
SSB8u-0TltA,Champcar Sunday 7 hour mid day.,No Hashtags,370,18:41,Gunfox61,gunfox61,No Description,[],4 weeks ago,0,0,12,672.0,370,https://api.bitchute.com/video/SSB8u-0TltA
yJrqLMyFwFDA,$1000 Honda Suitcase - Motocompacto Review,"#fortnine,#motorcycle,#motocompacto",320,11:48,Panzer86,panzer86,No Description,[],"2 weeks, 1 day ago",3,1,517,360.0,324,https://api.bitchute.com/video/yJrqLMyFwFDA
fWi5jVfnEmjQ,BREAKING President Putin takes Kim Jong Un for a ride in a brand new Aurus Russian luxury car.,"#russia,#ukraine,#war",302,00:30,Vincent Fusco Q,vincentfusco,"🎶🎵🎬 B.o.B - Ghost in the Machine SCOTTY FILMS MUSIC TRUMP 🎶🎵🎬 <https://www.bitchute.com/video/T0Y7LYRKchGa/>  
President Putin takes Kim Jong Un for a ride in a brand new Aurus Russian luxury car <https://www.bitchute.com/video/fWi5jVfnEmjQ/>  
Dragon🐉 <https://www.bitchute.com/video/ryjbtbEQyFBW/>  
🐉https://www.bitchute.com/video/rvJxckg7k8im/  
I KEEP SEEING A RED 📁 FOLDER 🐸 #DDK  
<https://www.bitchute.com/video/QEzxtOCkYdDr/>  
WITNESS THE[IR] FALL <https://www.bitchute.com/video/Ktj1etazSafb/>  
U Thought EPSTIEN WAS BAD WATCH THIS IF YOU HAVE THE STOMACH FOR ""IT"" TIP OF THE ICEBERG <https://www.bitchute.com/video/Zn6uTeUkfBME/>  
A Boeing 737-800 aircraft with 67 passengers on board was traveling from Queenstown to Melbourne when bird flew into engine, causing fire <https://www.bitchute.com/video/Qj6qaf5a0nOQ/>  
Against the Wind - Pepe is back <https://www.bitchute.com/video/ffKfTgEiOHbS/>  
🌌🌌 Portals in the Sky Caught On Camera <https://www.bitchute.com/video/ktM1zejtG0P6> 🌌🌌


La Legende de 45 NIGHTSHIFT MUSIC TRUMP <https://www.bitchute.com/video/xF475otrXq2E/>  
MR RQGERS 5:5 - JFK -""WE'VE HAD ENOUGH OF WAR, HATE, OPRESSION"" <https://www.bitchute.com/video/sCZAi9Oew7kp/>  
4th PSYOP RARE VIDEO FROM LAST YEAR NO LONGER ON YouTube - GHOST ARMY - <https://www.bitchute.com/video/iaaNR1JHG7Ly/>  
4TH PSYOP GROUP - GHOSTS IN THE MACHINE 1 <https://www.bitchute.com/video/gKKPhCyCp90P/>  
4TH PSYOP GROUP - GHOSTS IN THE MACHINE 2 <https://www.bitchute.com/video/qcmDY39j9471/>  
4TH PSYOP GROUP - RESISTANCE. <https://www.bitchute.com/video/dzylIdGazcDq/>  
4TH PSYOP GROUP -CONDITIONING. <https://www.bitchute.com/video/ztKwrwGRsQUI/>  
4TH PSYOP GROUP - TIME. <https://www.bitchute.com/video/nPqTBHcXgJIa/>  
4th PSYOP Group - BELIEF. <https://www.bitchute.com/video/YamW6x0XTx4y/>  
📼4TH PSYOP GROUP🎶AWOLNATION - Run SCOTTY FILMS MUSIC  
[WWW.bitchute.com/video/UxtBRpsKNqlo/](http://WWW.bitchute.com/video/UxtBRpsKNqlo/)  
THOSE YOU THINK DEAD ARE ALIVE THOSE YOU THINK ARE ALIVE ARE DEAD  
<https://www.bitchute.com/video/48Cfd7cnn0KL/>  
LQQK WHQ YQU THOUGHT DIED JFK JR COBAIN JAMESDEAN ELVIS MONROE MJ BRUCE LEE WHITNEY SELENA BOBMARLEY <https://www.bitchute.com/video/s6mQNqak4yjc/>  
🐍 WORD VATICAN IN LATIN MEANS DIVINING SERPENT <https://www.bitchute.com/video/ugAfk3exyA1B/> 🐍


TRUMP RALLY LIVE ON STAGE BACKGROUND 2PAC COBAIN ALICEINCHAINS ELVIS JFK JR CAROLYN BOB MARLEY DIANA <https://www.bitchute.com/video/TVd1h7jISupR/>  
JFK JR NEVER LEFT, HE HAS BEEN HERE THE ENTIRE TIME <https://www.bitchute.com/video/OME8tJejaCOo/>  
JFK and JFK Junior are alive - <https://www.bitchute.com/video/LLf7HmhUZEV6/>


AARON RODGERS: EPSTEIN’S DEATH, PSYCHEDELICS, FAKE VAX CARDS IN THE NFL, AND PAT TILLMAN <https://www.bitchute.com/video/YDdIuC4lFU5f/>  
🛸 SAUCER 🛸 UFO CAUGHT ON TAPE WEIRD UAP CREEPY ALIENS SIGHTINGS UNEXPLAINED PARANORMAL 🛸 <https://www.bitchute.com/video/Nga70tLYGUSB/>


MARCH 4 2022 MOON CRASH - <https://www.bitchute.com/video/lTGTjjqiVRjk>


Broke His Neck Came Back Knocking Everyone Out - Vinny 'The Pazmanian Devil' Pazienza <https://www.bitchute.com/video/INUXqEHuTt1v/>  
VINNY PAZ - Motivational movie scene - Bleed for this 'It is that simple' <https://www.bitchute.com/video/OdRPWYfsiVwQ/>  
WTF - YOU KNOW WHO ""LOVE""  
<https://www.bitchute.com/video/L425lp1s4W7a/>  
🤡👻 GLOW FAGGOTS - How Israel 👃🔯👃Censors The Internet | If Americans Knew  
[WWW.bitchute.com/video/9Ryzv5Cz8tWa/](http://WWW.bitchute.com/video/9Ryzv5Cz8tWa/)  
🤡🤓👻🤡👻 <https://www.bitchute.com/video/IUHVSwmJlL0V/>  
💥🌖 MOON CRASH <https://www.bitchute.com/video/JinoTie6d9wU/>  
White Boy Summer 2024 Vol1 weekend warrior 17 <https://www.bitchute.com/video/oTWJODmBZj1M/>  
🎵🎶 White Boy Summer Vol 2 😎 WeekendWarrior17 🎵🎶  
<https://www.bitchute.com/video/iitqveL3xNNu/>  
🎵🎶 White Boy Summer Vol 3 😎 WeekendWarrior17🎵🎶  
<https://www.bitchute.com/video/2wkjVb2fHQAU/>  
MGMT KIDS MUSIC -WHITE HATS PUTTING TRUTH IN PLANE SIGHT ALONG TIME AGO .  
<https://www.bitchute.com/video/FbweKUBMPDmU/>  
People Are Freaking Out Over This Weird Footage <https://www.bitchute.com/video/rnsOmf0KUveU/>  
@JasonNorris - Q <https://www.bitchute.com/video/gAxP0nDzOE68/>  
NASA Solar Simulator <https://www.bitchute.com/video/9DrX1JXbNZ65/>  
OLD WORLD ORDER - RECENT HIDDEN HISTORY OF THE WORLD  
History TARTARIA ENERGY <https://www.bitchute.com/video/c0z0IJJKCROm/>  
TRUMP-LOGAN-FULL INTERVIEW FULL <https://www.bitchute.com/video/4V0rywMX9vlb/>  
Donald Trump says a pilot told him he saw a UFO that was “round in form and going 4 times faster” than his fighter jet <https://www.bitchute.com/video/oGy02HKuRYdU/>  
Hunter Bidens Reaction To Guilty Verdict & The Prospect Of Prison Time <https://www.bitchute.com/video/FMCYaAtvnUpv/>  
Boxer Ryan Garcia has been arrested in Beverly Hills <https://www.bitchute.com/video/GTHlJ9IOAvip/>  
📽🎵Nirvana - Lake Of Fire 🔥 SCOTTY FILMS📽🎬 📼 MUSIC 🎶 TRUMP <https://www.bitchute.com/video/19EUS9F72epQ/>  
JÜÑÊ 15TH 2022 🐸 #DDK <https://www.bitchute.com/video/tefKRjjdgWMl/>  
Nuremberg code vaccine— BQQM — The Trial for the Crimes Against Humanity has begun <https://www.bitchute.com/video/LVwC2YY4WFA3/>  
NUREMBERG 2.0? <https://www.bitchute.com/video/tSBluXlDKVML/>

","['https://www.bitchute.com/video/T0Y7LYRKchGa/', 'https://www.bitchute.com/video/fWi5jVfnEmjQ/', 'https://www.bitchute.com/video/ryjbtbEQyFBW/', 'https://www.bitchute.com/video/QEzxtOCkYdDr/', 'https://www.bitchute.com/video/Ktj1etazSafb/', 'https://www.bitchute.com/video/Zn6uTeUkfBME/', 'https://www.bitchute.com/video/Qj6qaf5a0nOQ/', 'https://www.bitchute.com/video/ffKfTgEiOHbS/', 'https://www.bitchute.com/video/ktM1zejtG0P6', 'https://www.bitchute.com/video/xF475otrXq2E/', 'https://www.bitchute.com/video/sCZAi9Oew7kp/', 'https://www.bitchute.com/video/iaaNR1JHG7Ly/', 'https://www.bitchute.com/video/gKKPhCyCp90P/', 'https://www.bitchute.com/video/qcmDY39j9471/', 'https://www.bitchute.com/video/dzylIdGazcDq/', 'https://www.bitchute.com/video/ztKwrwGRsQUI/', 'https://www.bitchute.com/video/nPqTBHcXgJIa/', 'https://www.bitchute.com/video/YamW6x0XTx4y/', 'http://WWW.bitchute.com/video/UxtBRpsKNqlo/', 'https://www.bitchute.com/video/48Cfd7cnn0KL/', 'https://www.bitchute.com/video/s6mQNqak4yjc/', 'https://www.bitchute.com/video/ugAfk3exyA1B/', 'https://www.bitchute.com/video/TVd1h7jISupR/', 'https://www.bitchute.com/video/OME8tJejaCOo/', 'https://www.bitchute.com/video/LLf7HmhUZEV6/', 'https://www.bitchute.com/video/YDdIuC4lFU5f/', 'https://www.bitchute.com/video/Nga70tLYGUSB/', 'https://www.bitchute.com/video/lTGTjjqiVRjk', 'https://www.bitchute.com/video/INUXqEHuTt1v/', 'https://www.bitchute.com/video/OdRPWYfsiVwQ/', 'https://www.bitchute.com/video/L425lp1s4W7a/', 'http://WWW.bitchute.com/video/9Ryzv5Cz8tWa/', 'https://www.bitchute.com/video/IUHVSwmJlL0V/', 'https://www.bitchute.com/video/JinoTie6d9wU/', 'https://www.bitchute.com/video/oTWJODmBZj1M/', 'https://www.bitchute.com/video/iitqveL3xNNu/', 'https://www.bitchute.com/video/2wkjVb2fHQAU/', 'https://www.bitchute.com/video/FbweKUBMPDmU/', 'https://www.bitchute.com/video/rnsOmf0KUveU/', 'https://www.bitchute.com/video/gAxP0nDzOE68/', 'https://www.bitchute.com/video/9DrX1JXbNZ65/', 'https://www.bitchute.com/video/c0z0IJJKCROm/', 'https://www.bitchute.com/video/4V0rywMX9vlb/', 'https://www.bitchute.com/video/oGy02HKuRYdU/', 'https://www.bitchute.com/video/FMCYaAtvnUpv/', 'https://www.bitchute.com/video/GTHlJ9IOAvip/', 'https://www.bitchute.com/video/19EUS9F72epQ/', 'https://www.bitchute.com/video/tefKRjjdgWMl/', 'https://www.bitchute.com/video/LVwC2YY4WFA3/', 'https://www.bitchute.com/video/tSBluXlDKVML/']","1 week, 6 days ago",11,0,3943,312.0,313,https://api.bitchute.com/video/fWi5jVfnEmjQ
42YvKxvmI15n,The Girls of Bangkok Hot Rod & Custom Show 2024,"#bangkok,#hotrods,#custombikes",277,12:55,Kustom_Asia,kustom_asia,"I got back home from my trip to Bangkok and Kuala Lumpur a couple of weeks ago and have finally gotten around to putting together a slide show of some of the beautiful Girls at BKK HRCS, both working on the stalls and there checking out the show, I have tried to get something for everyone to enjoy. 

",[],"3 weeks, 2 days ago",2,0,70,552.0,279,https://api.bitchute.com/video/42YvKxvmI15n
JBlxxDTfjZA,paukkepäivät 2024 reissublogi,No Hashtags,269,53:50:00,DjEzgo84,djezgo84,No Description,[],"3 weeks, 2 days ago",0,0,3,552.0,269,https://api.bitchute.com/video/JBlxxDTfjZA
2EoTUwwUd7FB,THIS is why EV battery fires are so DANGEROUS,"#ev,#battery,#fires",269,05:31,infodox,infodox,"<https://www.youtube.com/watch?v=dUhY5VBRcK0>

",['https://www.youtube.com/watch?v=dUhY5VBRcK0'],"3 weeks, 2 days ago",6,0,453,552.0,275,https://api.bitchute.com/video/2EoTUwwUd7FB
jZ7QdQv9jKU,هيونداي ستارجيزر والتفاصيل في القناة بالعرض😊 #مستشار_السيارات_هيثم #automobile,No Hashtags,267,00:20,مستشار السيارات هيثم,msh,No Description,[],2 weeks ago,0,0,2,336.0,267,https://api.bitchute.com/video/jZ7QdQv9jKU
abA8h1Cz33VF,Hospitality? When you pay obese female pigs to do anything | Idiot pigs unwelcome so we can live!,"#bike,#cycle,#motorcycle",233,00:26,Hospitality,hospitality,"<https://odysee.com/@Publish:6/police-rape-child:a>  
Jacksonville Florida Police Rape Child From Church Using Facebook's WhatsApp With Text Messages! Safe on FaceTime? Use jitsi!


<https://weymouthspeedweek.com/index.php/eventinformation/history>  
Weymouth Speed Week began in 1972 under the direction of the Royal Yachting Association (RYA). It was seen as the premier event at which boats could demonstrate their prowess, reach world-record breaking speeds and further the advancement of sailing technology. Speed sailing records have been sanctioned by the World Sailing Speed Record Council (WSSRC) since 1972.


The speed trials of the 1970's and 80's attracted many thousands of pounds of sponsorship money and competitors attended by invitation. Several world speed records were set and then broken during these years, firstly with the boats and then, as technologies improved, by the windsurfers. Weymouth Speed Week competitors were some of the first to demonstrate the use of foils to improve speed.


During the second half of the 80's the increasing popularity and capability of windsurfers came to take and then dominate the speed records. Locations with more favourable and predictable wind conditions became the place to set records, and the importance of Weymouth Speed Week as a record-breaking location began to decline.


Its popularity remained however and, due to the voluntary efforts of a few individuals, Weymouth Speed Week progressed into the 1990s supported by Weymouth and Portland Borough Council, the Weymouth Sailing Centre and the Amateur Yacht Research Society who assisted by donating prizes each year. Such was the enthusiasm for the event that some individuals even made their sailing boats available for use as 'course boats' during the week. The efforts of all these organisations and individuals has ensured that Weymouth Speed Week is the enjoyable and exciting event that it is today.

","['https://odysee.com/@Publish:6/police-rape-child:a', 'https://weymouthspeedweek.com/index.php/eventinformation/history']","1 week, 6 days ago",4,1,6,312.0,238,https://api.bitchute.com/video/abA8h1Cz33VF
